Product,Product Url,Img,Price,Old Price,Specs,Status
Laptop gaming ASUS ROG Zephyrus Duo 16 GX650PZ NM031W,https://gearvn.com/products/laptop-gaming-asus-rog-zephyrus-duo-16-gx650pz-nm031w,https://product.hstatic.net/200000722513/product/nm031w_5dbd6190b32c4df1b1871f2fc729c802.png,94.990.000₫,125.000.000₫,"CPU: AMD Ryzen™ 9 7945HX Mobile Processor (16-core/32-thread, 64MB L3 cache, up to 5.4 GHz max boost)|| RAM: 32GB (16x2) DDR5 4800MHz  (2x SO-DIMM socket, up to 64GB SDRAM)|| Ổ cứng: 1TB M.2 NVMe™ PCIe® 4.0 Performance SSD (2 slots)|| Card đồ họa: NVIDIA® GeForce RTX™ 4080 12GB GDDR6 With ROG Boost: 2330 MHz* at 165W (2280MHz Boost Clock+50MHz OC, 140W+10W Dynamic Boost in Turbo Mode, 140W+25W in Manual Mode) + AMD Radeon™ Navi2 Graphics|| Màn hình: 16"" QHD+ 16:10 (2560 x 1600, WQXGA), 240Hz, 3ms, anti-glare display, DCI-P3:100%, Pantone Validated, FreeSync Premium Pro, Support Dolby Vision HDR, Mini LED, 1100 Nits.|| ScreenPad™: ScreenPad™ Plus (14"" 3840 x 1100(4K) IPS-level Panel Support Stylus)|| Bàn phím: Backlit Chiclet Keyboard Per-Key RGB|| Đọc thẻ nhớ: Card reader (microSD) (UHS-II, 312MB/s)|| Chuẩn WIFI: Wi-Fi 6E(802.11ax) (2x2)|| Bluetooth: v5.2|| Webcam: FHD 1080P@30FPS|| Pin: 90WHrs, 4S1P, 4-cell Li-ion|| Trọng lượng: 2.67 kg|| Màu sắc: Black|| Kích thước: 35.5 x 26.6 x 2.05 ~ 2.97 (cm)",MUA NGAYGiao tận nơi hoặc nhận tại cửa hàng
Laptop gaming ASUS ROG Strix SCAR 16 G634JZ N4029W,https://gearvn.com/products/laptop-gaming-asus-rog-strix-scar-16-g634jz-n4029w,https://product.hstatic.net/200000722513/product/n4029w_acd065bdc52d4756a5ee0b14b5d4f085.png,69.990.000₫,86.990.000₫,"CPU: Intel® Core™ i9-13980HX Processor 2.2 GHz (36M  Cache, up to 5.6 GHz, 24 cores: 8 P-cores and 16 E-cores)|| RAM: 32GB (16GB*2) DDR5-4800Mhz (2 khe, tối đa 64GB)|| Ổ cứng: 1TB M.2 NVMe™ PCIe® 4.0 SSD (2 slots)|| Card đồ họa: NVIDIA® GeForce RTX™ 4080 12GB GDDR6ROG Boost: 2330MHz* at 175W (2280MHz Boost Clock+50MHz OC, 150W+25W Dynamic Boost)|| Cổng giao tiếp: 1x 2.5G LAN port1x Thunderbolt™ 4 support DisplayPort™1x USB 3.2 Gen 2 Type-C support DisplayPort™ / power delivery / G-SYNC2x USB 3.2 Gen 1 Type-A1x 3.5mm Combo Audio Jack""1x HDMI 2.1 FRL|| Bàn phím: Backlit Chiclet Keyboard Per-Key RGB|| Audio: Dolby Atmos, Hi-Res certification, Smart Amp Technology, AI noise-canceling technology|| Đọc thẻ nhớ: None|| Kết nối có dây (LAN): 10/100/1000/2500 Mbps|| Kết nối không dây: Wi-Fi 6E(802.11ax)+Bluetooth 5.2|| Webcam: 720p HD Camera|| Hệ điều hành: Windows 11 Home|| Pin: 4 Cell 90WHrs|| Trọng lượng: 2.5 kg|| Màu sắc: Off Black|| Kích thước: 35.4 x 26.4 x 2.26 ~ 3.04 cm",MUA NGAYGiao tận nơi hoặc nhận tại cửa hàng
Laptop gaming ASUS ROG Strix G18 G814JI N6063W,https://gearvn.com/products/laptop-gaming-asus-rog-strix-g18-g814ji-n6063w,https://product.hstatic.net/200000722513/product/n6063w_ddee499691624d5db7ef4065910938cd.png,63.490.000₫,70.990.000₫,"CPU: Intel® Core™ i9-13980HX Processor 2.2 GHz (36M  Cache, up to 5.6 GHz, 24 cores: 8 P-cores and 16 E-cores)|| RAM: 32GB (2x16GB) DDR5 4800Mhz (2 khe cắm nâng cấp tối đa 32GB) || Ổ lưu trữ: 1TB PCIe 4.0 NVMe™ M.2 SSD (1 Slot M.2 NVMe SSD trống)|| Card đồ họa: NVIDIA® GeForce RTX™ 4070 Laptop GPU 8GB GDDR6ROG Boost: 2225MHz* at 140W (2175MHz Boost Clock+50MHz OC, 115W+25W Dynamic Boost)|| Màn hình: 18"" QHD+ 16:10 (2560 x 1600, WQXGA), 240Hz, IPS-level, Anti-glare display, Pantone Validated, ROG Nebula Display|| Bàn phím: Bàn phím tiêu chuẩn - Backlit Chiclet Keyboard Per-Key RGB|| Audio: 4-speaker system with Smart Amplifier Technology, Dolby Atmos|| Đọc thẻ nhớ: None|| Kết nối có dây (LAN): 10/100/1000/2500 Mbps|| Wifi: Wi-Fi 6E(802.11ax)|| Bluetooth: Bluetooth 5.2 (Dual band) 2*2|| Webcam: 720P HD Camera|| Hệ điều hành: Windows 11 Home|| Pin: 4 Cell 90WHrs|| Trọng lượng: 3.0 Kg|| Màu sắc: Eclipse Gray|| Kích thước: 39.9 x 29.4 x 2.31 ~ 3.08 cm",MUA NGAYGiao tận nơi hoặc nhận tại cửa hàng
Laptop gaming ASUS ROG Zephyrus G15 GA503RS LN778W,https://gearvn.com/products/laptop-gaming-asus-rog-zephyrus-g15-ga503rs-ln778w,https://product.hstatic.net/200000722513/product/ln778w_652d7c6f633b43838b9e7a66fc82f615_f772e64223b9405ba6624a286ba2af57.png,52.990.000₫,75.990.000₫,"CPU: AMD Ryzen 7-6800HS (3.2GHz up to 4.7GHz, 16MB Cache)|| RAM: 32GB (16GB Onboard + 16GB) DDR5 4800MHz (1x SO-DIMM socket, up to 48GB SDRAM)|| Ổ cứng: 1TB M.2 NVMe PCIe 4.0 SSD (2 slots)|| Card đồ họa: NVIDIA GeForce RTX 3080 8GB GDDR6 With ROG Boost: 1295MHz* at 120W (1245MHz Boost Clock+50MHz OC, 100W+20W Dynamic Boost)|| Màn hình: 15.6 inch WQHD (2560 x 1440) 16:9, anti-glare display, DCI-P3:100%, Pantone Validated, 240Hz, 3ms, IPS-level, Adaptive-Sync, 300 nits|| Cổng giao tiếp: 2x USB 3.2 Gen 2 Type-C support DisplayPort / power delivery2x USB 3.2 Gen 2 Type-A1x HDMI 2.0b1x RJ451x 3.5mm Combo Audio Jack|| Audio: 2x 2W dual-force woofer with Smart Amp Technology, 2x 2W tweeter|| Đọc thẻ nhớ: 1x card reader (microSD) (UHS-II)|| Chuẩn WIFI: Intel Wi-Fi 6(Gig+)(802.11ax)|| Bluetooth: Bluetooth 5.1 (Dual band) 2*2|| Hệ điều hành: Windows 11 Home|| Pin: 90WHrs, 4S1P, 4-cell Li-ion|| Trọng lượng: 1.9 kg|| Màu sắc: Eclipse Gray|| Kích thước: 35.5 x 24.3 x 1.99 ~ 1.99 cm",MUA NGAYGiao tận nơi hoặc nhận tại cửa hàng
Laptop gaming ASUS ROG Zephyrus G14 GA402NJ L4056W,https://gearvn.com/products/laptop-gaming-asus-rog-zephyrus-g14-ga402nj-l4056w,https://product.hstatic.net/200000722513/product/zephyrus_031d239b06d14267a98df1c3291396ec.png,30.990.000₫,0,"CPU: AMD Ryzen™ 7 7735HS 3.2GHz up to 4.7GHz 16MB|| RAM: 16GB (8GB Onboard + 8GB) DDR5 4800MHz (1x SO-DIMM socket, up to 24GB SDRAM)|| Ổ cứng: 512GB M.2 NVMe™ PCIe® 4.0 SSD (1 slot)|| Card đồ họa: NVIDIA® GeForce RTX™ 3050 6GB GDDR6 With ROG Boost: 1782MHz* at 95W (1732MHz Boost Clock+50MHz OC, 80W+15W Dynamic Boost)|| Màn hình: 14"" WUXGA (1920 x 1200) 16:10, IPS, 144Hz, 3ms, sRGB: 100%, Adobe RGB: 75.35%, Pantone Validated, anti-glare display, 400nits, Adaptive-Sync, Dolby vision|| Cổng kết nối: 1x Type C USB 4 support DisplayPort™ / power delivery1x USB 3.2 Gen 2 Type-C support DisplayPort™2x USB 3.2 Gen 2 Type-A1x 3.5mm Combo Audio Jack1x HDMI 2.1 FRL|| Bàn phím: Backlit Chiclet Keyboard 1-Zone RGB|| Chuẩn Lan: 100/1000M|| Wifi + Bluetooth: Wi-Fi 6E(802.11ax) (Triple band) (2x2) + BT5.2|| Webcam: 1080P FHD IR Camera for Windows Hello|| Hệ điều hành    : Windows 11 Home|| Pin: 4 Cell 76WHr",MUA NGAYGiao tận nơi hoặc nhận tại cửa hàng
Laptop gaming ASUS TUF Gaming A15 FA507NV LP110W,https://gearvn.com/products/laptop-gaming-asus-tuf-gaming-a15-fa507nv-lp110w,https://product.hstatic.net/200000722513/product/14c37b78bc34161b45a87_large_3c00edfcc07d4928b682a0f675620c81_1024x1024_a985a0f57a114155941c01dcff62b577.png,28.990.000₫,30.490.000₫,"CPU: AMD Ryzen™ 5 7535HS/H Mobile Processor (6-core/12-thread, 16MB L3 cache, up to 4.5 GHz max boost)|| RAM: 16GB (2x8GB) DDR5 4800MHz (2x SO-DIMM socket, up to 32GB SDRAM)|| Ổ cứng: 512GB PCIe® 4.0 NVMe™ M.2 SSD (2230) (Còn trống 1 khe SSD M.2 PCIE)|| Card đồ họa: NVIDIA® GeForce RTX™ 4060 Laptop GPU 8GB GDDR6, 2420MHz* at 140W (2370MHz Boost Clock+50MHz OC, 115W+25W Dynamic Boost) + AMD Radeon™ Navi2 Graphics, MUX Switch + NVIDIA® Advanced Optimus|| Màn hình: 15.6"" FHD (1920 x 1080) 16:9 IPS, 144Hz, Wide View, 250nits, Narrow Bezel, Non-Glare with 72% NTSC, 100% sRGB, G-Sync|| Cổng giao tiếp: 1x USB 3.2 Gen 2 Type-C support DisplayPort™ / power delivery / G-SYNC2x USB 3.2 Gen 1 Type-A1x RJ-45 LAN1x HDMI 2.1 FRL1x COMBO audio jack1x Type C USB 4 support DisplayPort™ / G-SYNC|| Audio: Dolby Atmos|| Bàn phím: Backlit Chiclet Keyboard 1-Zone RGB|| Chuẩn LAN: 10/100/1000 Mbps|| Chuẩn WIFI: Wi-Fi 6(802.11ax) (Dual band) 2*2|| Bluetooth: v5.2|| Webcam: 720P HD camera|| Hệ điều hành: Windows 11 Home|| Pin: 90WHrs, 4S1P, 4-cell Li-ion|| Trọng lượng: 2.2 kg|| Màu sắc: Jaeger Gray|| Kích thước: 35.4 x 25.1 x 2.24 ~ 2.49 cm",HẾT HÀNG
Laptop gaming ASUS ROG Strix G16 G614JV N4156W,https://gearvn.com/products/laptop-gaming-asus-rog-strix-g16-g614jv-n4156w,https://product.hstatic.net/200000722513/product/ava_4be5b44424da406995bb6393899770c7.png,42.990.000₫,44.990.000₫,"CPU: 13th Gen Intel® Core™ i7-13650HX Processor 2.6 GHz 24M  Cache, up to 4.9 GHz, 14 cores: 6 P-cores and 8 E-cores)|| RAM: 16GB (1x16GB) DDR5 4800MHz (2x SO-DIMM socket, nâng cấp tối đa 32GB)|| Ổ lưu trữ: 512GB PCIe® 4.0 NVMe™ M.2 SSD (2 slot M.2 SSD)|| Card đồ họa: NVIDIA® GeForce RTX™ 4060 8GB GDDR6 ROG Boost: 2420MHz* at 140W (2370MHz Boost Clock+50MHz OC, 115W+25W Dynamic Boost)|| Màn hình: 16"" WQXGA (2560 x 1600) 16:10 IPS 2.5K, 240Hz, 3ms, 100% DCI-P3, Anti-Glare, G-Sync, đạt chuẩn Pantone, ROG Nebula Display|| Bàn phím: Backlit Chiclet Keyboard 4-Zone RGB|| Audio: 2-speaker system with Smart Amplifier Technology, Dolby Atmos|| Đọc thẻ nhớ: None|| Kết nối có dây (LAN): 10/100/1000 Mbps|| Kết nối không dây: Wi-Fi 6E(802.11ax) (Triple band) 2*2|| Bluetooth: Bluetooth 5.3|| Webcam: 720P HD camera|| Hệ điều hành: Windows 11 Home|| Pin: 4 Cell 90WHrs|| Trọng lượng: 2.5 kg|| Màu sắc: Eclipse Gray|| Kích thước: 35.4 x 26.4 x 2.26 ~ 3.04 cm",HẾT HÀNG
Laptop gaming ASUS TUF Gaming F15 FX507ZC4 HN099W,https://gearvn.com/products/laptop-gaming-asus-tuf-gaming-f15-fx507zc4-hn099w,https://product.hstatic.net/200000722513/product/hn074w-final_d1f17cfe60c0443e9bb78a02fa874a21.png,21.490.000₫,27.990.000₫,"CPU: Intel® Core™ i7-12700H Processor 2.3 GHz (24M Cache, up to 4.7 GHz, 14 cores: 6 P-cores and 8 E-cores)|| RAM: 8GB DDR4 3200MHz (2x SO-DIMM socket, up to 32GB RAM)|| Ổ cứng: 512GB SSD M.2 PCIE G3X2 (Còn trống 1 khe SSD M.2 PCIE)|| Card đồ họa: NVIDIA GeForce RTX 3050 4GB GDDR6, Up to 1790MHz* at 95W (1740MHz Boost Clock+50MHz OC, 80W+15W Dynamic Boost) + MUX Switch + Optimus|| Màn hình: 15.6"" FHD (1920 x 1080) IPS, 144Hz, Wide View, 250nits, Narrow Bezel, Non-Glare with 45% NTSC, 62.5% sRGB|| Cổng giao tiếp: 1x Thunderbolt 4 support DisplayPort1x USB 3.2 Gen 2 Type-C support DisplayPort™ / G-SYNC2x USB 3.2 Gen 1 Type-A1x RJ-45 LAN1x HDMI 2.0b1x COMBO audio jack|| Audio: Dolby Atmos|| Bàn phím: Backlit Chiclet Keyboard 1-Zone RGB|| Chuẩn LAN: 10/100/1000 Mbps|| Chuẩn WIFI: Wi-Fi 6(802.11ax) (Dual band) 2*2|| Bluetooth: v5.2|| Webcam: HD 720p|| Hệ điều hành: Windows 11 Home|| Pin: 4 Cell 56WHr|| Trọng lượng: 2.2 kg|| Màu sắc: Jaeger Gray|| Kích thước: 35.4 x 25.1 x 2.24 ~ 2.49 cm",HẾT HÀNG
Laptop gaming ASUS ROG Flow X16 GV601VV NL016W,https://gearvn.com/products/laptop-gaming-asus-rog-flow-x16-gv601vv-nl016w,https://product.hstatic.net/200000722513/product/nl016w_9c6e32c59665427fad41082635402de6.png,49.990.000₫,65.990.000₫,"CPU: Intel® Core™ i9-13900H Processor 2.6 GHz (24M Cache, up to 5.4 GHz, 14 cores: 6 P-cores and 8 E-cores)|| RAM: 16GB (8GBx2) DDR5 4800Mhz (Nâng cấp tối đa 64GB Ram)|| Ổ cứng: 1TB PCIe® 4.0 NVMe™ M.2 SSD|| Card đồ họa: NVIDIA® GeForce RTX™ 4060 Laptop GPU 8GB GDDR6, ROG Boost: 2300MHz* at 120W (2250MHz Boost Clock+50MHz OC, 100W+20W Dynamic Boost)|| Màn hình: 16"" QHD+ 16:10 (2560 x 1600, WQXGA), 240Hz, Mini LED, 1100nits, DCI-P3 100%, Glossy Display, Pantone Validated, ROG Nebula HDR Display|| Cổng giao tiếp: 1x ROG XG Mobile Interface1x Thunderbolt™ 4 support DisplayPort™ / power delivery1x USB 3.2 Gen 2 Type-C support DisplayPort™ / power delivery / G-SYNC2x USB 3.2 Gen 2 Type-A1x card reader (microSD) (UHS-II, 312MB/s)1x HDMI 2.1 FRL support HDMI switch1x 3.5mm Combo Audio Jack|| Bàn phím: Backlit Chiclet Keyboard 1-Zone RGB|| Wifi: Wi-Fi 6E(802.11ax)+Bluetooth 5.2 (Dual band) 2*2|| Webcam: 1080P FHD IR Camera for Windows Hello|| Hệ điều hành: Windows 11 Home|| Pin: 90WHrs, 4S1P, 4-cell Li-ion|| Trọng lượng: 2.20 kg",HẾT HÀNG
Laptop gaming ASUS TUF Gaming F15 FX507VV4 LP382W,https://gearvn.com/products/laptop-gaming-asus-tuf-gaming-f15-fx507vv4-lp382w,https://product.hstatic.net/200000722513/product/lp041w_b80d8e9dafbf40d6a270624cf1875941.png,33.490.000₫,42.990.000₫,"CPU: Intel® Core™ i9-13900H Processor 2.6 GHz (24M Cache, up to 5.4 GHz, 14 cores: 6 P-cores and 8 E-cores)|| RAM: 16GB (8x2) DDR4 3200MHz (2x SO-DIMM socket, up to 32GB SDRAM)|| Ổ cứng: 512GB PCIe® 4.0 NVMe™ M.2 SSD (2230) (Còn trống 1 khe SSD M.2 PCIE)|| Card đồ họa: NVIDIA® GeForce RTX™ 4060 8GB GDDR6, Up to 2420MHz* at 140W (2370MHz Boost Clock+50MHz OC, 115W+25W Dynamic Boost)|| Màn hình: 15.6"" FHD (1920 x 1080) IPS, 144Hz, Wide View, 250nits, Narrow Bezel, Non-Glare with 72% NTSC, 100% sRGB, 75.35% Adobe RGB, G-Sync|| Cổng giao tiếp: 1x Thunderbolt™ 4 support DisplayPort™1x USB 3.2 Gen 2 Type-C support DisplayPort™ / power delivery / G-SYNC2x USB 3.2 Gen 1 Type-A1x RJ45 LAN port1x HDMI 2.1 FRL1x 3.5mm Combo Audio Jack|| Audio: 2-speaker system, Dolby Atmos|| Bàn phím: Backlit Chiclet Keyboard RGB|| Chuẩn LAN: 10/100/1000/Gigabits Base T|| Chuẩn WIFI: 802.11AX (2X2)|| Bluetooth: v5.2|| Webcam: HD 720p|| Hệ điều hành: Windows 11 Home|| Pin: 4 Cell 90WHr|| Trọng lượng: 2.2 kg|| Màu sắc: Jaeger Gray|| Kích thước: 35.4 x 25.1 x 2.24 ~ 2.49 cm",HẾT HÀNG
Laptop gaming ASUS ROG Strix G16 G614JI N4084W,https://gearvn.com/products/laptop-gaming-asus-rog-strix-g16-g614ji-n4084w,https://product.hstatic.net/200000722513/product/rog-strix-g16_ff3fd7c6cbf040c4a9b15bc3d6d0071e_large_a30f80b0ad054d12a0fa29cd9a52bb03.png,52.990.000₫,60.990.000₫,"CPU: Intel® Core™ i7-13650HX Processor 2.6 GHz 24M  Cache, up to 4.9 GHz, 14 cores: 6 P-cores and 8 E-cores)|| RAM: 16GB (1x16GB) DDR5 4800MHz  (2x slots, up to 32GB)|| Ổ lưu trữ: 1TB M.2 NVMe PCIe 4.0 SSD (Trống 1 slot M.2 NVMe)|| Card đồ họa: NVIDIA® GeForce RTX™ 4070 Laptop GPU 8GB GDDR6, MUX Switch + Optimus, ROG Boost: 2225MHz* at 140W (2175MHz Boost Clock+50MHz OC, 115W+25W Dynamic Boost)|| Màn hình: 16"" WQHD (2560 x 1600) 16:10, IPS Non-Glare, NanoEdge, DCI-P3:100.00%, 500nits, 240Hz/3ms, G-Sync, Pantone Validated, ROG Nebula Display, Support Dolby Vision HDR|| Bàn phím: Backlit Chiclet Keyboard Per-Key RGB|| Audio: 2-speaker system with Smart Amplifier Technology|| Đọc thẻ nhớ: None|| Kết nối có dây (LAN): 10/100/1000 Mbps|| Kết nối không dây: Wi-Fi 6E(802.11ax)|| Bluetooth: Bluetooth 5.2 (Dual band) 2*2|| Webcam: 720P HD camera|| Hệ điều hành: Windows 11 Home|| Pin: 4 Cell 90WHrs|| Trọng lượng: 2.5 kg|| Màu sắc: Eclipse Gray|| Kích thước: 35.4 x 26.4 x 2.26 ~ 3.04 cm",HẾT HÀNG
Laptop gaming MSI Thin A15 B7UC 026VN,https://gearvn.com/products/laptop-gaming-msi-thin-a15-b7uc-026vn,https://product.hstatic.net/200000722513/product/ava_646dc0231d3441f19dd8ae04c4a06014.png,19.990.000₫,20.990.000₫,"Ổ cứng: 512GB NVMe PCIe SSD Gen4x4 (1 slot)|| VGA: NVIDIA® GeForce RTX™ 2050 Laptop GPU 4GB GDDR6Up to 1170MHz Boost Clock 45W Maximum Graphics Power with Dynamic Boost|| Màn hình: 15.6"" FHD (1920x1080), 144Hz, IPS-Level, 45% NTSC, 65% sRGB|| Bàn phím: Single Backlit Keyboard (Blue)",MUA NGAYGiao tận nơi hoặc nhận tại cửa hàng
Laptop gaming MSI Katana A15 AI B8VF 419VN,https://gearvn.com/products/laptop-gaming-katana-a15-ai-b8vf-419vn,https://product.hstatic.net/200000722513/product/ava_eebdb4b947a8407db851c2c9826ae58e.png,30.990.000₫,0,"Ổ cứng: 512GB NVMe PCIe Gen4x4 SSD (2x M.2 SSD slot NVMe PCIe Gen4)|| VGA: NVIDIA® GeForce RTX™ 4060 Laptop GPU 8GB GDDR6Up to 2250MHz Boost Clock 105W Maximum Graphics Power with Dynamic Boost.|| Màn hình: 15.6"" FHD (1920x1080), 144Hz, IPS-Level, 45% NTSC|| Bàn phím: 4-Zone RGB Gaming Keyboard",MUA NGAYGiao tận nơi hoặc nhận tại cửa hàng
Laptop gaming MSI Cyborg 15 A13VFK 876VN,https://gearvn.com/products/laptop-gaming-msi-cyborg-15-a13vfk-876vn,https://product.hstatic.net/200000722513/product/ava_63fafc0d327a4d3da096076894891694.png,28.990.000₫,29.990.000₫,"Ổ cứng: 512GB NVMe PCIe SSD Gen4x4 (1 slot)|| VGA: NVIDIA® GeForce RTX™ 4060 Laptop GPU 8GB GDDR6Up to 1470MHz Boost Clock 45W Maximum Graphics Power with Dynamic Boost.|| Màn hình: 15.6"" FHD (1920*1080), 144Hz 45%NTSC IPS-Level|| Bàn phím: 4-Zone RGB Gaming Keyboard",MUA NGAYGiao tận nơi hoặc nhận tại cửa hàng
Laptop gaming MSI Thin 15 B13UC 1411VN,https://gearvn.com/products/laptop-gaming-msi-thin-15-b13uc-1411vn,https://product.hstatic.net/200000722513/product/ava_6c565be8c27b4f9197d09d9dbe661568.png,20.990.000₫,21.990.000₫,"Ổ cứng: SSD NVMe PCIe 512GB Gen4x4 (1 khe)|| VGA: NVIDIA® GeForce RTX™ 3050 Laptop GPUUp to 1172.5MHz Boost Clock 45W Maximum Graphics Power with Dynamic Boost.|| Màn hình: 15.6"" FHD (1920x1080), 144Hz, IPS-Level, 45% NTSC, 65% sRGB|| Bàn phím: Single Backlit Keyboard (Blue)",MUA NGAYGiao tận nơi hoặc nhận tại cửa hàng
Laptop gaming MSI Thin 15 B12UC 1416VN,https://gearvn.com/products/laptop-gaming-msi-thin-15-b12uc-1416vn,https://product.hstatic.net/200000722513/product/ava_0a4b06eb78ae4686a007ab739e993d74.png,18.990.000₫,19.990.000₫,"Ổ cứng: 512GB NVMe PCIe SSD Gen4x4 (1 slot)|| VGA: NVIDIA® GeForce RTX™ 3050 Laptop GPU 4GB GDDR6 128-bitUp to 1172.5MHz Boost Clock 45W Maximum Graphics Power with Dynamic Boost|| Màn hình: 15.6"" FHD (1920x1080), 144Hz, IPS-Level, 45% NTSC, 65% sRGB|| Bàn phím: Single Backlit Keyboard (Blue)",MUA NGAYGiao tận nơi hoặc nhận tại cửa hàng
Laptop gaming MSI Thin 15 B12UCX 1419VN,https://gearvn.com/products/laptop-gaming-msi-thin-15-b12ucx-1419vn,https://product.hstatic.net/200000722513/product/ava_e57ddf6ce6c84f4ab021b8a05b4ad894.png,16.990.000₫,17.990.000₫,"Ổ cứng: 512GB NVMe PCIe SSD Gen4x4 (1 slot)|| VGA: NVIDIA® GeForce RTX™ 2050 Laptop GPU 4GB GDDR6Up to 1170MHz Boost Clock 45W Maximum Graphics Power with Dynamic Boost|| Màn hình: 15.6"" FHD (1920x1080), 144Hz, IPS-Level, 45% NTSC, 65% sRGB|| Bàn phím: Single Backlit Keyboard (Blue)",MUA NGAYGiao tận nơi hoặc nhận tại cửa hàng
Laptop gaming MSI Stealth 18 AI Studio A1VHG 021VN,https://gearvn.com/products/laptop-gaming-msi-stealth-18-ai-studio-a1vhg-021vn,https://product.hstatic.net/200000722513/product/800__1__0ed9042a4655454aaef08118a528b144.png,93.990.000₫,94.990.000₫,"CPU: Intel Core Ultra 9 185H (1.8GHz upto 5.1GHz, 16 cores 22 threads, 24 MB Intel® Smart Cache)|| RAM: 32GB (2x16GB) DDR5 5600MHz (2x SO-DIMM socket, up to 64GB SDRAM)|| Ổ lưu trữ: 2TB NVMe PCIe Gen4x4 SSD (2 x M.2 SSD slots)|| Card đồ họa: NVIDIA® GeForce RTX™ 4080 Laptop GPU 12GB GDDR6Up to 2100MHz Boost Clock 150W Maximum Graphics Power with Dynamic Boost.+ Intel® Arc™ graphics|| Màn hình: 18” UHD+ (3840x2400), MiniLED, 120Hz|| Bàn phím: Per-Key RGB Gaming Keyboard by SteelSeries|| Audio: 2 x 2W loa con và 4 x 2W loa trầm, thiết kế bởi Dynaudio, Nahimic 3 Audio Enhancer, hỗ trợ Hi-Res Audio|| LAN: Killer Gb LAN (Up to 2.5G)|| Wifi + Bluetooth: 802.11 be Wi-Fi 7 + Bluetooth v5.4|| Webcam: IR FHD type (30fps@1080p) with HDR3D Noise Reduction+ (3DNR+)|| Pin: 4-Cell 99.9 Battery (Whr)|| Trọng lượng: 2.89 kg|| Hệ điều hành: Windows 11 Home|| Màu sắc: Midnight Black",MUA NGAYGiao tận nơi hoặc nhận tại cửa hàng
Laptop gaming MSI Sword 16 HX B14VFKG 045VN,https://gearvn.com/products/laptop-gaming-msi-sword-16-hx-b14vfkg-045vn,https://product.hstatic.net/200000722513/product/ava_ad67acdcf6724b6fa46e1be361dcb621.png,39.990.000₫,0,"Ổ cứng: 1TB NVMe PCIe SSD Gen4x4 (còn trống 1 slot, nâng cấp tối đa 2TB)|| VGA: NVIDIA® GeForce RTX™ 4060 Laptop GPU 8GB GDDR6Up to 2250MHz Boost Clock 105W Maximum Graphics Power with Dynamic Boost.|| Màn hình: 16"" 16:10 QHD+(2560 x 1600), 240Hz, 100% DCI-P3, IPS-level panel|| Bàn phím: 24-Zone RGB Gaming Keyboard",MUA NGAYGiao tận nơi hoặc nhận tại cửa hàng
Laptop gaming MSI Cyborg 15 A12UC 621VN,https://gearvn.com/products/laptop-gaming-msi-cyborg-15-a12udx-621vn,https://product.hstatic.net/200000722513/product/412vn_fb69b8847845494b9c0c2a0e7442c391_large_fe44e432b81746bc875764b1c08a4df0.png,18.490.000₫,19.990.000₫,"Ổ cứng: 512GB NVMe PCIe Gen 4 SSD (1 slot)|| VGA: NVIDIA® GeForce RTX™ 3050 GDDR6 4GB || Màn hình: 15.6"" FHD (1920x1080), 144Hz, IPS-Level, 45% NTSC, 65% sRGB|| Bàn phím: Single Backlit Keyboard (Blue)",MUA NGAYGiao tận nơi hoặc nhận tại cửa hàng
Laptop gaming MSI GF63 12UCX 841VN,https://gearvn.com/products/laptop-gaming-msi-gf63-12ucx-841vn,https://product.hstatic.net/200000722513/product/gf63-final_6ce8b15400404b2baf9632d843a2c4c7.png,15.990.000₫,17.990.000₫,"CPU: Intel Core i5-12450H 3.3GHz up to 4.40GHz 12MB, 8 nhân, 12 luồng|| RAM: 8GB (8x1) DDR4 3200MHz (2x SO-DIMM socket, up to 64GB SDRAM)|| Ổ cứng: 512GB NVMe PCIe Gen 4x4 SSD ( Còn trống 1 khe 2.5"" SATA)|| Card đồ họa: Nvidia Geforce RTX 2050 4GB GDDR6|| Màn hình: 15.6"" FHD (1920 x 1080) IPS 144Hz, Thin Bezel, 45%NTSC|| Cổng giao tiếp: 1x Type-C USB3.2 Gen1 (support DisplayPort)3x Type-A USB3.2 Gen11x (4K @ 30Hz) HDMI1x RJ451x Mic-in1x Headphone-out|| Audio: 2 x 2W Speaker|| Đọc thẻ nhớ: None|| Chuẩn LAN: Gb LAN|| Chuẩn WIFI: 802.11 ax Wi-Fi 6|| Bluetooth: v5.2|| Webcam: HD type (30fps@720p)|| Hệ điều hành: Windows 11 Home|| Pin: 3 Cell 52.4 WHr|| Trọng lượng: 1.86 kg|| Màu sắc: Đen|| Kích thước: 359 x 254 x 21.5 mm",MUA NGAYGiao tận nơi hoặc nhận tại cửa hàng
