Phucanh product,Gearvn product,Fpt product,Gearvn similarity,Fpt similarity
HP Gaming Victus 15-fb1023AX 94F20PA,gaming HP VICTUS 15-fb1022AX 94F19PA,HP Gaming Victus 15-fb1022AX R5-7535HS,0.6666666666666667,0.7567567567567568
Lenovo ThinkPad P14s G4,Lenovo ThinkPad E16 Gen 1 21JN005MVN,Lenovo ThinkPad E14 Gen 4 i7 1255U,0.6440677966101696,0.736842105263158
Acer Gaming Nitro V ANV15 51 72VS NH.QNASV.004,gaming Acer Nitro V ANV15 51 72VS,Acer Gaming Aspire 5 A515-58GM-53CM i5 13420H,0.6835443037974683,0.5274725274725275
Lenovo ThinkPad Z13 G2 21JV001KVN,Lenovo ThinkPad E16 Gen 1 21JN005MVN,Lenovo ThinkPad E16 G1 i5 13500H,0.782608695652174,0.7076923076923076
Asus TUF Gaming F15 FX507VU-LP198W,gaming ASUS TUF Gaming F15 FX507VV LP181W,Asus TUF Gaming F15 FX507VU-LP197W i7-13620H,0.7466666666666666,0.8461538461538461
MSI Gaming Cyborg 15 A12UCX-618VN,gaming MSI Cyborg 15 A12UCX 618VN,MSI Gaming Cyborg 15 A12UCX-618VN i5 12450H,0.8181818181818181,0.868421052631579
Lenovo ThinkPad E16 GEN 1 21JN00FQVN,Lenovo ThinkPad E16 Gen 1 21JN005MVN,Lenovo ThinkPad E16 G1 i5 13500H,0.8888888888888888,0.7647058823529411
Dell Latitude L54401335U08512G,Dell Latitude 3520 P108F001 70280538,Dell Vostro V3520 i5 1235U_71030559,0.6363636363636364,0.46153846153846156
Lenovo ThinkPad L14 GEN 4 21H10039VA,Lenovo ThinkPad E16 Gen 1 21JN005MVN,Lenovo ThinkPad E16 G1 i5 13500H,0.7222222222222222,0.7058823529411764
Lenovo ThinkPad T14 GEN 3 21AH00NXVA,Lenovo ThinkPad E16 Gen 1 21JN005MVN,Lenovo ThinkPad E16 G1 i5 13500H,0.7222222222222222,0.7058823529411764
HP Pavilion 15-eg2088TU 7C0R0PA,HP Pavilion 15 eg3091TU 8C5L2PA,HP Pavilion 15-eg2083TU i5 1240P,0.7419354838709677,0.7936507936507937
MSI Gaming Katana 15 B13VFK 676VN,gaming MSI Katana 15 B13VFK 676VN,MSI Gaming Katana 15 B13VFK-676VN i7 13620H,0.8484848484848485,0.8421052631578947
LG Gram 2023 16Z90R-G.AH76A5,LG Gram 2023 16Z90R GAH76A5,LG Gram 14T90R-G.AH55A5 i5 1340P,0.9454545454545454,0.6333333333333333
LG Gram 2023 14ZD90R-G.AX52A5,LG Gram 2023 14Z90R GAH75A5,LG Gram 14T90R-G.AH55A5 i5 1340P,0.8571428571428572,0.6557377049180328
Asus Zenbook Flip UP3404VA-KN039W,Asus ZenBook Flip OLED UP3404VA KN039W,Asus Zenbook Flip UP3404VA-KN039W i7 1360P,0.8732394366197183,0.88
Acer Aspire A315 59 38PG NX.K6TSV.00A,Acer Aspire 5 A515 58M 56YX,Acer Aspire 3 A315-510P-34XZ i3 N305,0.625,0.6027397260273972
Acer Aspire A315 58 529V NX.ADDSV.00N,Acer Aspire 5 A515 58M 56YX,Acer Aspire 3 A315-59-51X8 i5 1235U,0.65625,0.5833333333333333
Acer Gaming Nitro Tiger AN515 58 769J NH.QFHSV.003,gaming Acer Nitro 5 Tiger AN515 58 769J,Acer Nitro Gaming AN515-58-769J i7 12700H,0.696629213483146,0.6153846153846154
Asus Vivobook Flip TP3402VA-LZ118W,ASUS Vivobook S 14 Flip TN3402YA LZ192W,Asus Vivobook Flip TP3402VA-LZ118W i9 13900H,0.7123287671232876,0.8717948717948718
MSI Gaming Cyborg 15 A12VE-412VN,gaming MSI Cyborg 15 A12VE 412VN,MSI Gaming Cyborg 15 A12UCX-618VN i5 12450H,0.8125,0.7466666666666666
Acer Aspire Gaming A715 76G 59MW NH.QMYSV.001,gaming Acer Aspire 7 A715 76G 59MW,Acer Aspire 7 Gaming A715-76G-5806 i5 12450H,0.6582278481012658,0.6741573033707865
HP ProBook 450 G10 873J6PA,HP Pavilion 15 eg3111TU 8U6L8PA,HP ProBook 440 G10 i7 1360P,0.49122807017543857,0.8301886792452831
Asus TUF Gaming 15 FX507ZV4-LP042W,gaming ASUS TUF Gaming F15 FX507ZV4 LP042W,Asus TUF Gaming FX507ZV4-LP042W i7 12700H,0.7894736842105263,0.8266666666666667
Asus Vivobook Flip TN3402YA-LZ192W,ASUS Vivobook S 14 Flip TN3402YA LZ192W,Asus Vivobook Flip TN3402YA-LZ188W R5 7530U,0.821917808219178,0.8311688311688312
Dell Latitude 5440,Dell Latitude 3520 P108F001 70280538,Dell Vostro V3520 i5 1235U_71030559,0.5925925925925926,0.37735849056603776
Asus TUF Gaming FX507VV-LP157W,gaming ASUS TUF Gaming F15 FX507VV LP157W,Asus TUF Gaming FX507VV-LP181W i7-13620H,0.7323943661971831,0.8
MSI Modern 14 C7M-221VN,MSI Modern 14 C11M 011VN,MSI Modern 14 C7M-221VN R7 7730U,0.8085106382978724,0.8363636363636364
MSI Modern 14 C7M-220VN,MSI Modern 14 C11M 011VN,MSI Modern 14 C7M-220VN R5 7530U,0.8085106382978724,0.8363636363636364
HP Gaming Victus 15-fb1022AX 94F19PA,gaming HP VICTUS 15-fb1022AX 94F19PA,HP Gaming Victus 15-fb1022AX R5-7535HS,0.75,0.7837837837837838
HP ProBook 450 G9 6M0Y5PA,HP Pavilion 15 eg3091TU 8C5L2PA,HP ProBook 440 G10 i7 1360P,0.4642857142857143,0.7307692307692308
Asus Vivobook M1403QA-LY024W,Asus VivoBook 14 OLED M1405YA KM047W,Asus Vivobook M3504YA-L1268W R5 7530U,0.65625,0.6461538461538461
HP Envy X360 13-bf0090TU 76B13PA,gaming HP OMEN 16 wf0129TX 8W943PA,HP Pavilion X360 14-ek1047TU i7-1355U,0.4545454545454546,0.5507246376811594
Microsoft Surface Pro 8,Acer Swift X14 SFX14 71G 78SY,MacBook Pro 14 2023 M3 Pro 12 CPU/18 GPU/18GB/1TB,0.34615384615384615,0.33333333333333337
Acer Gaming Nitro Tiger AN515 58 773Y NH.QFKSV.001,gaming Acer Nitro 5 Tiger AN515 58 50EE,Acer Nitro Gaming AN515-58-769J i7 12700H,0.6292134831460674,0.5714285714285714
Acer Swift 3 SF314-511-55QE NX.ABNSV.003,Acer Swift X SFX14 71G 75CV,Acer Swift 3 SF314-511-55QE i5 1135G7,0.5671641791044777,0.7532467532467533
HP ProBook 450 G10 9H8H1PT,HP Pavilion 15 eg3091TU 8C5L2PA,HP ProBook 440 G10 i7 1360P,0.42105263157894735,0.7547169811320755
HP ProBook 450 G10 9H1N6PT,HP Pavilion 15 eg3091TU 8C5L2PA,HP ProBook 440 G10 i7 1360P,0.42105263157894735,0.7924528301886793
Lenovo ThinkPad P16s G2 21HK004XVA,Lenovo ThinkPad E16 Gen 1 21JN005MVN,Lenovo ThinkPad E16 G1 i5 13500H,0.7428571428571429,0.7272727272727273
Acer Aspire A515 58M 56YX NX.KQ8SV.005,Acer Aspire 5 A515 58M 56YX,Acer Aspire 5 A515-58GM-53PZ i5 13420H,0.7692307692307692,0.6052631578947368
Acer Aspire A314 42P R3B3 NX.KSFSV.001,Acer Aspire 5 A514 56P 55K5,Acer Aspire 3 A315-44P-R5QG R7-5700U,0.5846153846153845,0.5945945945945945
Asus TUF Gaming A15 FA507NV-LP061W,gaming ASUS TUF Gaming A15 FA507NV LP046W,Asus TUF Gaming A15 FA507NV-LP110W R5-7535HS,0.7733333333333333,0.8205128205128205
Asus Vivobook 14X OLED K3405ZF-KM184W,Asus VivoBook 14 OLED M1405YA KM047W,Asus Vivobook Pro K3405ZF-KM184W i5-12500H,0.7671232876712328,0.7341772151898734
Lenovo Legion Gaming 5 16IRX9 83DG004XVN,gaming Lenovo Legion 5 16IRX9 83DG004XVN,Lenovo Legion Pro 5 16IRX9 i9 14900HX,0.825,0.7012987012987013
Lenovo Legion Gaming 5 Pro 16IRX9 83DF0047VN,gaming Lenovo Legion Pro 5 16IRX9 83DF0047VN,Lenovo Legion Pro 5 16IRX9 i9 14900HX,0.7954545454545454,0.6666666666666667
Lenovo IdeaPad Slim 5 14IMH9 OLED 83DA001NVN,Lenovo IdeaPad Slim 5 14IMH9 83DA001NVN,Lenovo IdeaPad Slim 5 14IMH9 U7-155H,0.9397590361445783,0.75
Lenovo LOQ Gaming 15IRX9 83FQ0005VN,gaming Lenovo LOQ 15IRX9 83DV00D5VN,Lenovo Gaming LOQ - 15IRX9 i7 13650HX,0.7142857142857143,0.6388888888888888
Acer Aspire A315-510P-34XZ NX.KDHSV.006,Acer Aspire 5 A514 56P 562P,Acer Aspire 3 A315-510P-34XZ i3 N305,0.5454545454545454,0.7733333333333333
LG Gram 2023 16Z90R-E.AH75A5,LG Gram 2023 16Z90R EAH75A5,LG Gram 14T90R-G.AH55A5 i5 1340P,0.9454545454545454,0.6333333333333333
Acer Aspire A514 56P 35X7 NX.KHRSV.001,Acer Aspire 5 A514 56P 55K5,Acer Aspire 5 A515-58P-56RP i5 1335U,0.7076923076923076,0.5945945945945945
HP Gaming Victus 15-fa1085TX 8C5M2PA,HP Pavilion 15 eg3091TU 8C5L2PA,HP Gaming Victus 15-fb1022AX R5-7535HS,0.5373134328358209,0.7027027027027026
Lenovo ThinkPad E14 GEN 4,Lenovo ThinkPad E16 Gen 1 21JN005MVN,Lenovo ThinkPad E14 Gen 4 i7 1255U,0.6885245901639344,0.7796610169491526
Acer Aspire Gaming A715 76G 73FM NH.QMYSV.004,gaming Acer Aspire 7 A715 76G 73FM,Acer Aspire 7 Gaming A715-76G-5806 i5 12450H,0.6582278481012658,0.651685393258427
Acer Aspire A5 SP14 51MTN 573X NX.KHKSV.002,Acer Aspire 5 A514 56P 562P,Acer Aspire 5 A515-58P-351N i3 1305U,0.6,0.5569620253164558
Acer Aspire A514 56P 55K5 NX.KHRSV.003,Acer Aspire 5 A514 56P 55K5,Acer Aspire 5 A515-58P-56RP i5 1335U,0.7692307692307692,0.5945945945945945
Acer Aspire A3 SP14 31PT 387Z NX.KENSV.001,Acer Aspire 5 A514 56P 55K5,Acer Aspire 3 A315-510P-34XZ i3 N305,0.5507246376811594,0.5641025641025641
Lenovo ThinkPad P14s G4 21HF003SVA,Lenovo ThinkPad E16 Gen 1 21JN005MVN,Lenovo ThinkPad E16 G1 i5 13500H,0.7142857142857143,0.696969696969697
Lenovo ThinkPad P14s G4 21HF003VVA,Lenovo ThinkPad E16 Gen 1 21JN005MVN,Lenovo ThinkPad E16 G1 i5 13500H,0.7142857142857143,0.696969696969697
MSI Gaming GF63 12UCX-841VN,gaming MSI GF63 12UCX 841VN,MSI Gaming GF63 12UCX-841VN i5 12450H,0.7777777777777778,0.84375
HP Gaming Victus 15-fa1139TX 8Y6W3PA,gaming HP OMEN 16 wf0129TX 8W943PA,HP Gaming Victus 15-fb1022AX R5-7535HS,0.5428571428571429,0.6756756756756757
MSI Gaming GF63 Thin GF63 12UC 887VN,gaming MSI GF63 12UC 887VN,MSI Gaming GF63 Thin 11UC-1228VN i7 11800H,0.7096774193548387,0.6923076923076923
MSI Modern 15 B12MO-487VN,MSI Modern 15 C13M 438VN,MSI Modern 15 B12MO-487VN i7 1255U,0.8163265306122449,0.847457627118644
Lenovo ThinkPad E16 GEN 1,Lenovo ThinkPad E16 Gen 1 21JN005MVN,Lenovo ThinkPad E16 G1 i5 13500H,0.7540983606557377,0.8070175438596492
Asus TUF Gaming FX506HF-HN078W,gaming ASUS TUF Gaming F15 FX506HF HN078W,Asus TUF Gaming FX506HF-HN017W i5 11400H,0.7323943661971831,0.8285714285714285
HP ProBook 450 G9 6M0Z8PA,HP Pavilion 15 eg3091TU 8C5L2PA,HP ProBook 440 G10 i7 1360P,0.4642857142857143,0.7307692307692308
Acer Aspire Gaming A715 43G R8GA NH.QHDSV.002,gaming Acer Aspire 7 A715 76G 5806,Acer Aspire Gaming A715-43G-R8GA R5 5625U,0.5569620253164558,0.7441860465116279
Acer Gaming Nitro Tiger AN515 58 52SP NH.QFHSV.001,gaming Acer Nitro 5 Tiger AN515 58 50EE,Acer Nitro 5 Tiger Gaming AN515-58-52SP i5 12500H,0.651685393258427,0.6262626262626263
Acer Gaming Nitro V ANV15 58 58AN NH.QNASV.001,gaming Acer Nitro V ANV15 51 58AN,Acer Gaming Aspire 5 A515-58GM-53CM i5 13420H,0.6582278481012658,0.5494505494505495
Lenovo LOQ Gaming 15IRX9 83GS001RVN,gaming Lenovo LOQ 15IAX9 83GS001RVN,Lenovo Gaming LOQ - 15IRX9 i7 13650HX,0.7714285714285715,0.6388888888888888
Lenovo Legion Gaming 5 Pro 16IRX9 83DF0046VN,gaming Lenovo Legion Pro 5 16IRX9 83DF0046VN,Lenovo Legion Pro 5 16IRX9 i9 14900HX,0.7954545454545454,0.6666666666666667
Dell Inspiron 3530 71035574,Dell Inspiron 15 3530 i5U085W11BLU,Dell Inspiron 15 N3530 i7 1355U,0.6885245901639344,0.8275862068965517
MSI Modern 14 C13M-608VN,MSI Modern 14 C13M 608VN,MSI Modern 14 C13M-458VN i5 1335U,0.9583333333333334,0.7719298245614035
LG Gram 2023 17Z90R-G.AH78A5,LG Gram 2023 17Z90R GAH78A5,LG Gram 14T90R-G.AH55A5 i5 1340P,0.9454545454545454,0.6333333333333333
LG Gram 2023 14Z90R-G.AH75A5,LG Gram 2023 14Z90R GAH75A5,LG Gram 14T90R-G.AH55A5 i5 1340P,0.9454545454545454,0.7
LG Gram 2023 2 in1 14T90R-G.AH55A5,LG Gram 2in1 14T90R GAH55A5,LG Gram 14T90R-G.AH55A5 i5 1340P,0.8524590163934427,0.696969696969697
LG Gram 2023 15Z90RT-G.AH55A5,LG Gram 2023 14Z90R GAH75A5,LG Gram 14T90R-G.AH55A5 i5 1340P,0.8571428571428572,0.6885245901639344
Lenovo ThinkPad P15V G3 21D80040VA,Lenovo ThinkPad E16 Gen 1 21JN005MVN,Lenovo ThinkPad E16 G1 i5 13500H,0.7142857142857143,0.696969696969697
Asus TUF Gaming A15 FA507NV-LP046W,gaming ASUS TUF Gaming A15 FA507NV LP046W,Asus TUF Gaming A15 FA507NV-LP110W R5-7535HS,0.8,0.8205128205128205
HP Pavilion x360 14-ek1047TU 80R25PA,HP Pavilion 15 eg3091TU 8C5L2PA,HP Pavilion X360 14-ek1047TU i7-1355U,0.6567164179104478,0.7945205479452055
MSI Gaming Katana GF63 12VE-460VN,gaming MSI GF63 Thin 12VE 460VN,MSI Gaming Thin GF63 12VE-454VN i5 12450H,0.65625,0.7027027027027026
Dell Inspiron 5430 i5P165W11SL2050,Dell Inspiron 14 N5430 i5P165W11SL2050,Dell Inspiron 15 N3520 i5 1235U,0.9444444444444444,0.7076923076923076
Asus TUF Gaming 15 FX507ZU4-LP054W,gaming ASUS TUF Gaming F15 FX507ZV4 LP042W,Asus TUF Gaming FX507ZV4-LP042W i7 12700H,0.736842105263158,0.7733333333333333
Apple Macbook Pro 14 MRX33SA/A,ASUS Vivobook 16 M1605YA MB303W,MacBook Pro 14 2023 M3 Max 14 CPU/30 GPU/36GB/1TB,0.42622950819672134,0.45569620253164556
Apple Macbook Pro 14 MRX63SA/A,ASUS Expertbook B1 B1402CBA NK1535W,Macbook Air 13 2020 M1/8GB/256GB SSD,0.4,0.4545454545454546
Apple Macbook Air MLY13SA/A,ASUS Expertbook B1 B1402CBA NK1535W,Macbook Air 13 2020 M1/8GB/256GB SSD,0.3870967741935484,0.47619047619047616
HP 15s fq5145TU 76B24PA,HP Pavilion 15 eg3091TU 8C5L2PA,HP 15s-fq5144TU i7-1255U,0.4814814814814815,0.6808510638297872
Acer Swift 3 SF314 43 R4X3 NX.AB1SV.004,Acer Swift X SFX14 71G 75CV,Acer Swift 3 SF314-43-R4X3 R5 5500U,0.5757575757575757,0.7297297297297297
Lenovo LOQ Gaming 15IRX9 83DV000MVN,gaming Lenovo LOQ 15IRX9 83DV00D5VN,Lenovo Gaming LOQ - 15IRX9 i7 13650HX,0.7428571428571429,0.6388888888888888
Acer Aspire A515 58M 79R7 NX.KQ8SV.007,Acer Aspire 5 A515 58M 56YX,Acer Aspire 5 A515-58GM-53PZ i5 13420H,0.676923076923077,0.5789473684210527
HP 240 G10 9H2E5PT,LG Gram 2023 14Z90R GAH75A5,HP 240 G10 i3-N305,0.4,0.6666666666666667
Lenovo IdeaPad Slim 3 14IAH8,Lenovo IdeaPad Slim 5 14IMH9 83DA001NVN,Lenovo IdeaPad Slim 5 16IAH8 i5 12450H,0.7761194029850746,0.7878787878787878
HP ProBook 440 G10 9H8U9PT,HP Pavilion 15 eg3112TU 8U6L9PA,HP ProBook 440 G10 i7 1360P,0.45614035087719296,0.7547169811320755
HP EliteBook 640 G10 873G3PA,ASUS Vivobook 16 M1605YA MB303W,HP ProBook 440 G10 i7 1360P,0.44067796610169496,0.6545454545454545
Lenovo ThinkBook 14 G6 IRL,Lenovo ThinkPad E16 Gen 1 21JN005MVN,Lenovo ThinkBook 14 G6 IRL i5-13500H,0.5483870967741935,0.8387096774193549
Apple Macbook Air MRXN3SA/A,ASUS Expertbook B1 B1402CBA NK1535W,Macbook Air 13 2020 M1/8GB/256GB SSD,0.3870967741935484,0.4444444444444444
Apple Macbook Air MRXV3SA/A,ASUS Vivobook 16 M1605YA MB303W,Macbook Air 13 2020 M1/8GB/256GB SSD,0.3793103448275862,0.4444444444444444
Apple Macbook Air MRXT3SA/A,ASUS Vivobook 16 M1605YA MB303W,Macbook Air 13 2020 M1/8GB/256GB SSD,0.3793103448275862,0.4444444444444444
Apple Macbook Air MRXQ3SA/A,ASUS Vivobook 16 M1605YA MB303W,Macbook Air 13 2020 M1/8GB/256GB SSD,0.3793103448275862,0.4444444444444444
Apple Macbook Air MRXW3SA/A,ASUS Vivobook 16 M1605YA MB303W,Macbook Air 13 2020 M1/8GB/256GB SSD,0.3793103448275862,0.4444444444444444
Apple Macbook Air MXCV3SA/A,ASUS Vivobook 16 M1605YA MB303W,Macbook Air 13 2020 M1/8GB/256GB SSD,0.3793103448275862,0.4444444444444444
Lenovo Yoga 9 2-in-1 14IMH9 83AC000SVN,Lenovo Yoga 9 2in1 14IMH9 83AC000SVN,Lenovo Yoga Slim 6 14IRH8 i7 13700H,0.972972972972973,0.6027397260273972
Dell Latitude L73401335U16512G,Dell Latitude 3520 P108F001 70280538,Dell Vostro V3520 i5 1235U_71030559,0.5757575757575757,0.46153846153846156
Lenovo Yoga Book 9 13IMU9 83FF001SVN,Lenovo Yoga Book 9 13IMU9 83FF001SVN,Lenovo Yoga Slim 6 14IRH8 i7 13700H,1.0,0.5633802816901409
MSI Modern 14 C13M-611VN,MSI Modern 14 C11M 011VN,MSI Modern 14 C13M-458VN i5 1335U,0.875,0.736842105263158
LG Gram 2023 16ZD90R-G.AX55A5,LG Gram 2023 14Z90R GAH75A5,LG Gram 14T90R-G.AH55A5 i5 1340P,0.8214285714285714,0.6557377049180328
Acer Swift 3 SF314 512 56QN NX.K0FSV.002,Acer Swift X SFX14 71G 75CV,Acer Swift 3 SF314-43-R4X3 R5 5500U,0.6268656716417911,0.64
Lenovo ThinkBook 14 G4 IAP,Lenovo V14 G4 IRU 83A0000TVN,Lenovo ThinkBook 15 G5 ABP R5 7530U,0.5555555555555556,0.7540983606557377
Apple Macbook Air 15 MQKP3SA/A,ASUS Vivobook 16 M1605YA MB303W,Macbook Air 13 2020 M1/8GB/256GB SSD,0.42622950819672134,0.48484848484848486
Lenovo ThinkPad P14s G3 21AK006TVA,Lenovo ThinkPad E16 Gen 1 21JN005MVN,Lenovo ThinkPad E16 G1 i5 13500H,0.7142857142857143,0.696969696969697
HP Pavilion 15-eg3095TU 8C5L6PA,HP Pavilion 15 eg3091TU 8C5L2PA,HP Pavilion 15-eg3095TU i5 1335U,0.9032258064516129,0.7936507936507937
HP ProBook 440 G10 873A8PA,HP Pavilion 15 eg3111TU 8U6L8PA,HP ProBook 440 G10 i7 1360P,0.45614035087719296,0.8301886792452831
Asus ExpertBook B1400CBA-EB0641W,ASUS Expertbook B1 B1402CBA NK1535W,Asus Zenbook 14 OLED UX3402VA-KM068W i7 1360P,0.6268656716417911,0.4675324675324676
HP 15 fd0081TU 8D734PA,HP Pavilion 15 eg3091TU 8C5L2PA,HP 15-fd0083TU i7 1355U,0.5283018867924528,0.6666666666666667
HP 240 G10 8F139PA,gaming HP VICTUS 15-fb1022AX 94F19PA,HP 240 G10 i3-N305,0.4444444444444444,0.6666666666666667
Dell Latitude 5430 L5430I714U,Dell Latitude 3520 P108F001 70280538,Dell Inspiron 15 N3530 i7 1355U,0.5846153846153845,0.5
Dell Latitude 5440 42LT544002,Dell Latitude 3520 P108F001 70280538,Dell Vostro V3520 i5 1235U_71030559,0.6153846153846154,0.4375
Acer Aspire Gaming A515 58GM 59LJ NX.KQ4SV.001,Acer Aspire 5 A515 58M 56YX,Acer Aspire 7 Gaming A715-76G-5806 i5 12450H,0.6575342465753424,0.6444444444444444
Apple Macbook Pro 14 MR7J3SA/A,ASUS Expertbook B1 B1402CBA NK1535W,MacBook Pro 14 2023 M3 8 CPU/10 GPU/8GB/512GB,0.4,0.45333333333333337
Asus Vivobook 16 X1605VA-MB360W,ASUS Vivobook 16 M1605YA MB303W,Asus Vivobook 16 X1605ZA-MB193W i3 1215U,0.7741935483870968,0.7887323943661972
HP ProBook 440 G10 873B1PA,HP Pavilion 15 eg3091TU 8C5L2PA,HP ProBook 440 G10 i7 1360P,0.42105263157894735,0.8301886792452831
Lenovo ThinkPad T14S GEN 4 21F6007XVN TOUCH,Lenovo ThinkPad E16 Gen 1 21JN005MVN,Lenovo ThinkPad E14 Gen 4 i7 1255U,0.6835443037974683,0.6753246753246753
Lenovo ThinkPad T14S GEN 4,Lenovo ThinkPad E16 Gen 1 21JN005MVN,Lenovo ThinkPad E14 Gen 4 i7 1255U,0.6451612903225806,0.7333333333333334
Apple Macbook Air Z15S00092,ASUS Vivobook S 14 Flip TN3402YA LZ192W,Macbook Air 13 2020 M1/8GB/256GB SSD,0.3939393939393939,0.5079365079365079
Apple Macbook Air Z16000051,ASUS Vivobook 16 M1605YA MB303W,Macbook Air 13 2020 M1/8GB/256GB SSD,0.4137931034482759,0.5079365079365079
Apple Macbook Air Z15W00051,ASUS Expertbook B1 B1402CBA NK1535W,Macbook Air 13 2020 M1/8GB/256GB SSD,0.4193548387096774,0.5079365079365079
HP Pavilion 15-eg2082TU 7C0Q5PA,HP Pavilion 15 eg3091TU 8C5L2PA,HP Pavilion 15-eg2083TU i5 1240P,0.7741935483870968,0.7936507936507937
Apple Macbook Air MGN63SA/A,ASUS Expertbook B1 B1402CBA NK1535W,Macbook Air 13 2020 M1/8GB/256GB SSD,0.3870967741935484,0.5079365079365079
Acer Gaming Nitro Eagle AN515 57 54MV NH.QENSV.003,gaming Acer Nitro 5 Tiger AN515 58 50EE,Acer Nitro Gaming AN515-57-5669 i5 11400H,0.5617977528089888,0.5714285714285714
Lenovo ThinkPad T14S GEN 4,Lenovo ThinkPad E16 Gen 1 21JN005MVN,Lenovo ThinkPad E14 Gen 4 i7 1255U,0.6451612903225806,0.7333333333333334
Microsoft Surface Pro 9,gaming Acer Predator Helios 16 PH16 72 95ZM,Lenovo Legion Pro 5 16IRX9 i9 14900HX,0.33333333333333337,0.33333333333333337
Lenovo ThinkPad T14 GEN 4,Lenovo ThinkPad E16 Gen 1 21JN005MVN,Lenovo ThinkPad E14 Gen 4 i7 1255U,0.6557377049180328,0.7457627118644068
HP EliteBook 630 G10 9J0B6PT,Dell Vostro 3430 71011900,HP ProBook 440 G10 i7 1360P,0.41509433962264153,0.5818181818181818
Asus Vivobook A1503ZA-L1139W,Asus Vivobook 15 OLED A1505VA L1114W,Asus Vivobook  A1503ZA-L1139W i5 12500H,0.71875,0.835820895522388
Asus Vivobook 15X OLED A1503ZA-L1290W,Asus Vivobook 15 OLED A1505VA L1201W,Asus Vivobook A15 OLED A1505VA-L1491W i7-13700H,0.8767123287671232,0.7619047619047619
HP EliteBook 630 G10 9J0B3PT,ASUS Vivobook 16 M1605YA MB303W,HP ProBook 440 G10 i7 1360P,0.44067796610169496,0.5818181818181818
Lenovo ThinkPad P16V G1 21FC004BVA,Lenovo ThinkPad E16 Gen 1 21JN005MVN,Lenovo ThinkPad E16 G1 i5 13500H,0.7714285714285715,0.7575757575757576
Lenovo V14 G4 IRU,Lenovo V14 G4 IRU 83A0000TVN,Lenovo V14 G4 IRU i5 1335U,0.7555555555555555,0.7906976744186046
Lenovo ThinkPad E14 GEN 4 21E300GWVN,Lenovo ThinkPad E16 Gen 1 21JN005MVN,Lenovo ThinkPad E16 G1 i5 13500H,0.7777777777777778,0.7647058823529411
HP ProBook 440 G10 9H8U6PT,HP Pavilion 15 eg3111TU 8U6L8PA,HP ProBook 440 G10 i7 1360P,0.45614035087719296,0.7924528301886793
Asus Zenbook 14 OLED UX3405MA-PP152W,ASUS Zenbook 14 OLED UX3405MA PP151W,Asus Zenbook 14 OLED UX3405MA-PP152W Core Ultra 7-155H,0.8611111111111112,0.8
HP EliteBook 640 G10 873H2PA,HP Pavilion 15 eg3091TU 8C5L2PA,HP ProBook 440 G10 i7 1360P,0.47457627118644063,0.6545454545454545
Lenovo LOQ Gaming 15IRX9 83DV0092VN,gaming Lenovo LOQ 15IRX9 83DV00D5VN,Lenovo Gaming LOQ - 15IRX9 i7 13650HX,0.7428571428571429,0.6388888888888888
Lenovo IdeaPad Slim 3 14IAU7 82RJ000HVN,Lenovo IdeaPad 3 15IAU7 82RK001PVN,Lenovo IdeaPad Slim 5 16IAH8 i5 12450H,0.821917808219178,0.7272727272727273
Lenovo IdeaPad Slim 5 14IAH8 83BF002NVN,Lenovo IdeaPad Slim 5 14IMH9 83DA001NVN,Lenovo IdeaPad Slim 5 14IRL8 i5-13500H,0.8717948717948718,0.7792207792207793
HP ProBook 450 G10 9H1N4PT,HP Pavilion 15 eg3091TU 8C5L2PA,HP ProBook 440 G10 i5 1340P,0.42105263157894735,0.7924528301886793
Lenovo IdeaPad Slim 3 15IAU7 82RK001PVN,Lenovo IdeaPad 3 15IAU7 82RK001PVN,Lenovo Ideapad Slim 3 15IRH8 i7 13620H,0.9315068493150684,0.7272727272727273
Asus Zenbook Pro 14 Duo OLED UX8402VU-P1028W,ASUS Zenbook Duo OLED UX8406MA PZ142W,Asus Zenbook 14 Duo OLED UX8406MA-PZ142W U9-185H,0.691358024691358,0.7608695652173914
Apple Macbook Air MRXP3SA/A,ASUS Vivobook 16 M1605YA MB303W,Macbook Air 13 2020 M1/8GB/256GB SSD,0.3793103448275862,0.4444444444444444
Apple Macbook Air MXCR3SA/A,ASUS Vivobook 16 M1605YA MB303W,Macbook Air 13 2020 M1/8GB/256GB SSD,0.3793103448275862,0.4444444444444444
Lenovo IdeaPad Slim 3 15IAH8 83ER000EVN,Lenovo Ideapad Slim 3 15ABR8 82XM00EJVN,Lenovo Ideapad Slim 3 15IRH8 i7 13620H,0.8205128205128205,0.7532467532467533
Lenovo ThinkBook 16 G6 ABP 21KK005XVN,Lenovo ThinkPad E16 Gen 1 21JN005MVN,Lenovo ThinkBook 16 G6 ABP R5-7530U,0.7123287671232876,0.7777777777777778
Lenovo Yoga 7 14IRL8 82YL006BVN OLED,Lenovo Yoga Slim 6 14IRH8 83E0000VVN,Lenovo Yoga Slim 6 14IRH8 i7 13700H,0.6666666666666667,0.5915492957746479
Lenovo Yoga 7 14IRL8 82YL006AVN OLED,Lenovo Yoga Slim 6 14IRH8 83E0000VVN,Lenovo Yoga Slim 6 14IRH8 i7 13700H,0.6666666666666667,0.5915492957746479
HP ProBook 440 G10 873B1PA 16GB,ASUS Expertbook B1 B1402CBA NK1535W,HP ProBook 440 G10 i7 1360P,0.3939393939393939,0.7931034482758621
